name,income
Bryan Chan,836.348008362438
Osvaldo Lucchesi,1027.114250135957
Theresa Barron,52.28143806457452
Baccio Grimani-Sobrero,14.68364783896936
原田 知実,614.1541204905947
Donatella Brunelleschi,867.3738506898684
Antonina Guarana,270.13756512876296
Silvestro Olivetti,479.0846864876748
Tonya Lee,1046.490281697681
Jade Mccarthy,901.230118589395
藤本 加奈,772.2438493561252
Clelia Carnera,1098.4847809637372
Susan Anthony,947.2861377712362
Patrick Craig,876.1099303034782
松本 翼,1139.7298471739803
中島 香織,105.38374762915149
Liberto Vezzali,766.8099254377646
Stephen Williamson,686.5181988255323
Gina Gonzalez,417.1419601256373
Joyce Stokes,204.24492422210471
Etta Foscari,780.4716834689127
Sig. Oreste Malpighi,178.51113374984328
Giuseppe Antonello ,1001.5197741217738
Eva Beccheria,884.2171620623205
Valentina Farina-Aloisio,268.84458049083725
中津川 京助,117.48906433090667
Ramona Bartoli ,40.70464952857933
吉本 拓真,654.4226638249905
桐山 明美,571.8255342381001
Dott. Melina Pavone,801.5589346928978
Stefania Fittipaldi-Ferrara,721.2540635601723
Amadeo Garozzo,851.0169868681967
田中 くみ子,655.0834407568522
Amanda Hobbs,140.9102486567454
Jacob Frazier,783.9761866431379
Letizia Turchi,358.7248300802445
中村 陽子,225.0330442991575
Rossana Tosi,1117.7863591974626
Christopher Goodman,453.78955895517214
Daria Ricolfi-Barbarigo,798.5717519607414
桐山 美加子,188.20134627921104
William Ellison,1062.3755666192353
Dominique Estrada,483.0870037294348
Dott. Silvio Fieramosca,923.8596172328049
宮沢 あすか,1201.4305731169084
Enrico Correr,485.17281681344895
Robin Johnson,989.6019118838556
Loredana Orlando,935.9826172324927
小泉 洋介,158.14077744128775
Arnaldo Bettin,14.046338143032466
Mariana Argenti ,148.8333519927284
Milo Grasso,1009.123290473196
Mary Walker,441.92054655596036
Sara Nguyen,358.53524471601463
Leone Salvini,288.02517480717495
Rosario Pugliese,84.93288508818398
Nicholas Hicks,317.03329812392786
Helen Garza,65.28596077059501
Jonathan Miller,817.1064187164526
江古田 裕美子,578.460594176291
木村 翔太,848.3303170209367
Leah Jones,799.0976618221438
Ida Casadei-Impastato,996.558826365536
Ann Snyder,1377.1601726619704
Loretta Ajello,13.337740312814429
Raymond Fisher,126.30281757587002
Paolo Zaguri-Gibilisco,1118.3743866262098
井高 七夏,818.2014715185071
笹田 知実,841.5389523927956
Sig.ra Donna Rossellini ,772.7339943100678
Piergiorgio Farnese-Impastato,629.0157002805893
Juan Ross,853.1115598223947
Kelly Beard,1212.9620535775932
Keith Campbell,822.7258151247794
Sig.ra Lina Naccari ,840.7570635214587
伊藤 聡太郎,424.0589006768369
工藤 直樹,721.3154605545069
Sig.ra Martina Greggio ,486.0704023396926
Giada Dovara,1427.5654006839295
Maura Vianello,879.7240656512729
Dante Sagnelli-Basadonna,1069.7192128207428
Marta Medici ,358.28354391714265
Jane Blackwell,914.0675417409554
Steven Jackson,664.5870647929272
井上 淳,708.576346662798
Sherry Murillo,861.691129322505
Dott. Melania Monduzzi,922.2486567752421
Sig.ra Flora Briccialdi,574.8837848472054
Janet Long,536.2640081929848
Dino Orlando,952.5691568164606
James Johnson,1165.718669700395
Tara Gonzalez,744.3829934902581
Emily Ashley,905.7920482122529
Dott. Rosario Parmitano ,459.50151170193544
Kenneth Douglas,174.609942865541
Cheyenne Graves,311.4190264627362
Lidia Soderini,956.4410738062654
Kelly Glass,136.52693128447368
Ms. Monica Mcdonald,63.87121571023469
Tina Cadorna,416.98940586193334
Mrs. Debra Rogers DDS,670.7615758038077
石田 稔,782.3409504565026
杉山 淳,870.189234202953
野村 洋介,675.7942979354389
Rebecca Santiago,833.5657591546858
Patricia Paul,915.9386851734953
Bianca Gucci,81.21277715666497
Mary Hubbard,565.8331623951452
青山 あすか,97.60989111315254
Danielle Carson,22.505748739505727
山口 翼,458.7712865756116
Madison Mack,862.5057722209074
Antonino Sismondi,244.12989446945878
高橋 稔,881.1761064940894
Elvira Staglieno,900.6949341864704
Anthony Hamilton,331.94035151225364
Adelasia Onisto-Mantegna,982.938077190799
津田 陽子,623.1059119445042
Guglielmo Foscari-Tamborini,800.7418511746298
伊藤 篤司,243.10184753989418
Flora Sismondi-Borromini,996.8498637593365
青山 治,555.1156241525877
Gianfranco Viola ,404.5304135166643
Charles Ayers,661.686529437227
大垣 明美,562.8318394082307
中村 京助,660.3005909569875
Jodi Jacobs,478.232810380266
William Terry,319.0711371605086
Eugenia Sorrentino,625.1239100521398
Rebecca Lee,797.7415544095194
Tiziana Fittipaldi,416.46854774793917
井高 智也,629.9026427880801
佐藤 花子,297.4241651516185
Allison White,145.93353574139002
Milo Sandi-Calarco,87.43461334440228
Annunziata Fo,935.1521019067884
Erin Archer,268.5445897678764
坂本 太郎,532.0392985201756
Nancy Sullivan,1234.0217073528102
山口 裕樹,680.9819461122883
Sig. Giuseppe Cremonesi,838.6041093151764
Alderano Faranda,1096.3273583787857
Sig.ra Livia Mascheroni,966.8872213488384
Maurilio Russo,817.2902996584834
David Cantrell,630.104913504612
廣川 陽子,310.9995930663668
Johnny Lopez,392.966437013976
Olga Manacorda ,521.1107886526014
宇野 康弘,1263.628944295302
三宅 直人,31.771197186282407
Domenico Stucchi,566.1632919541408
Cesare Salvemini,842.6297236294097
喜嶋 聡太郎,1181.323584231499
Dott. Nadia Bodoni ,344.576712044788
Saverio Finotto,963.4413242842438
Elizabeth Haley,328.61923714487205
渚 直子,575.8233485841397
James Alvarez,231.97664902720828
Sandra Keith,222.68986085272257
Jennifer Lopez,797.8051369240762
Clelia Troisi-Manacorda,530.8568542360915
Theresa Carroll,305.4664011348833
Gregory Williams,1264.959617205499
Nathan Gonzalez,734.1058533025675
Angela Mueller,255.57781101476962
Dott. Franco Saragat ,261.23270745008875
Alexis Ramos,1037.4813255169267
Sig. Lamberto Piacentini,1106.8802882413368
Miguel Bartlett,340.5616381400134
Mitchell Martinez,402.23650493283645
Fernanda Iadanza ,630.2556644841129
Christine Friedman,1040.7969523155764
吉本 さゆり,740.3377915860962
Benjamin Webb,82.34069038452508
工藤 洋介,24.625411390909125
Brittany Smith,743.1603412850629
近藤 直人,257.61108260780264
藤本 花子,219.19429546501433
Monique Garner,64.74412043235445
Peter Berger,1106.6978267232275
Jenna Rocha,556.6836389338907
Anita Siffredi,765.5644102369026
伊藤 幹,1088.2529027502942
Riccardo Scarpa,555.3172802355083
石田 京助,25.592009219473688
Matthew Romero,80.17140035668247
Sandro Rinaldi,1078.3526447907695
Fabrizia Morucci,905.6873309910076
鈴木 充,1056.9127592774364
松本 桃子,581.0555979215843
Romana Lippomano-Mazzocchi,1.6329681831829257
Courtney Abbott,1000.8114405815787
井高 稔,945.3081523389254
佐々木 篤司,514.2972360296967
喜嶋 美加子,499.0997519919361
佐藤 淳,713.4150480490533
Bradley Hall,152.07349553946625
Danielle Lambert,588.763149241341
Cristina Santorio,788.1830199988691
田辺 裕美子,57.365575128959456
Pasquale Errigo,0.08363699736069208
Chelsey Campbell,786.961976344261
Dott. Osvaldo Falcone,784.9214132516113
中島 千代,362.4433916480898
斉藤 篤司,365.06386182368146
Giorgia Dallara,232.64832419246352
Madison Rowland,563.3546385390304
Kelly Smith,18.243634073347394
伊藤 裕美子,106.64294677519392
大垣 太郎,113.0849542637855
Raymond Turner,619.3718031111569
Stefani Iacobucci,625.1155819021172
Aaron Steele,442.347793101055
Rolando Parisi ,356.3485996052917
Tonya Hampton,7.53074220947525
Randall Griffin,953.8553964464629
Jordan Gilmore,95.67936298184598
Laurie Reilly,483.07828123024734
Carol Hartman,1096.7542012713511
Mary Oneal,252.69157695410505
Viridiana Gatto,845.3658759798152
Dott. Fabio Migliaccio ,702.526997015715
鈴木 舞,70.94715317013222
Ashley Owen,167.70689337135346
笹田 直樹,737.0133570470641
中津川 くみ子,676.387237725826
小林 七夏,509.61179085573417
津田 あすか,448.3643693164392
西之園 充,317.00730785066
Rosaria Gulotta,900.870544780305
Simone Ughi,250.18893345606796
Tammy Harper,613.1563389586338
Alyssa Henry,329.5605696058046
佐藤 晃,15.035183220087344
Sig.ra Beatrice Riccardi ,395.9588144953344
吉田 くみ子,279.7862392201813
Sylvia Magnani,790.5246017195245
Brandon Taylor,99.16757152526523
Robert Bush,407.1286958951391
渡辺 裕美子,47.1522614130061
Dott. Rita Crespi ,461.9089354768837
藤本 真綾,484.9356913286674
Timothy Hubbard,776.8039836646982
Giosuè Micca,384.21580664219954
Enzo Napolitano,286.7770767699227
Alfredo Zichichi-Micca,1067.7802926497386
佐藤 春香,71.18026569415592
松本 直樹,1122.564976474851
Eric Mendoza,722.1391404076804
Jon Ramirez,661.1756350013812
大垣 零,602.9851315470297
佐々木 直子,618.7955174079318
Dino Udinesi,161.19275000239463
Ansaldo Gelli,697.1245136075008
Heather Mann,590.9685305860864
Julie Edwards,175.4395604976614
Thomas Lewis,695.1536821935359
大垣 篤司,1107.3436403702644
Gastone Iannotti,859.2827119746421
Gioffre Interiano,130.1359389829041
Sig. Ignazio Gentili ,1216.5381204205048
Carlos Hill,1222.032087194749
Griselda Polani,771.7075849627807
Caterina Rinaldi-Bonanno,30.958351752919945
杉山 治,1012.9578070029271
Donna Marshall,235.07300267011777
Zoe Garcia,458.5341920171744
Tullio Pepe,870.5666409648196
宮沢 知実,508.91699566831215
近藤 翼,853.7716171984949
Tina Bragaglia-Ferrabosco,927.5801630999175
Sig. Nicolò Guinizzelli,1023.5383720553859
Rocco Endrizzi-Ricolfi,759.5379095453421
Letizia Bixio,122.13507096233933
Adam Neal,224.73049540393941
松本 花子,509.64677606846686
Richard Ramos,338.2078157038191
Patricia Mckenzie,499.55833544914685
Samuel Lopez,74.19046642737781
Shelley Hernandez,251.9424924356676
Steven Donovan,949.7830958253348
Mitchell Smith,513.0427198489306
Antonia Giannotti,586.3309094505422
Danielle Brown,488.9328168202477
佐藤 知実,413.392654701135
David Barnes,188.77808315549106
高橋 裕樹,76.98643108933301
Ruggero Bacosi,111.29023396295467
Lisa Robinson,507.8560622006155
Ornella Broggini,822.9823510330315
Anthony Carr,163.1370483399771
Lucas Miller,298.669095362164
Simone Morlacchi-Casaleggio,143.3987151510302
喜嶋 零,548.3001688758604
江古田 直樹,47.75358754361936
佐々木 稔,1000.822287212137
吉田 結衣,939.6997851217989
Linda Brown,307.8974843112268
Dana Montgomery,874.2984597700828
吉田 真綾,222.62333625927687
青田 香織,921.2148298977431
宮沢 英樹,472.7541746083913
Lisa Taylor,766.7205567273555
Sig.ra Berenice Pellegrini,63.36012883145558
Sig.ra Ramona Taccola,336.81995360817916
Diana Pizzo ,813.654348556537
Sig.ra Letizia Franscini,896.988384244189
Manuel Telesio-Lombroso,58.01785306948115
Tiziano Natta,963.8254934496059
青田 さゆり,804.7414226322811
Jenna Russell,818.0575921932052
Edgar Browning,540.2063000686343
Michela Folliero,767.1820065091487
Alexander Hartman,1414.931760670075
Maria Polesel ,102.41115315313864
浜田 修平,854.7538320058121
加藤 健一,811.2279278309007
工藤 千代,161.9536027407732
Duane Smith,658.0073060152066
田中 知実,696.9707890445857
Amadeo Scotto-Ciani,810.5030646967567
坂本 涼平,790.7652772276666
加藤 裕樹,1067.051296460819
Carla Pasolini-Tropea,737.1960030811132
Abigail Rodriguez,224.34247143044394
Sandra Watkins,938.046771765746
Samantha Thomas,917.2291315801256
Delfino Fallaci,619.5389900897002
Alessia Antonini ,828.9607111187804
Erika Baxter,187.40007918262413
坂本 知実,653.6087747540063
三宅 京助,267.58733156647406
宮沢 直子,702.6299015109894
Lidia Favata ,672.4537995503173
Michael Cooke,967.7416341242935
小泉 結衣,671.1061488740944
Roberta Accardo,799.9421408294634
三宅 智也,513.1309428784969
青田 知実,166.9663281820587
Summer Caldwell,336.51197041902606
鈴木 淳,674.2974629222366
宇野 浩,879.3595597417332
Eraldo Montalti,751.7040016291618
廣川 翼,748.3854694181257
Ciro Correr,62.20869715635769
Osvaldo Binaghi,954.5445938279787
宮沢 陽一,365.35631673278715
田辺 知実,342.8196882311594
Micheletto Fanucci-Monicelli,870.513543578987
Mr. Chris Reyes DDS,39.011906881717294
山口 太郎,307.1141029799244
青田 七夏,222.94104114676173
Manuel Whitney,479.08897333312086
Sig.ra Marissa Malaparte ,278.6645314872999
伊藤 明美,857.6725423502933
Sig. Bernardo Giacometti ,329.57315028747115
吉本 花子,44.55192738098257
Riccardo Flaiano,254.66504345683694
浜田 智也,1048.0217812099095
Elisa Bembo,641.0220382837001
Richard Bauer,400.75061852670945
Shane Best,514.4982799845803
田中 真綾,62.51698549907425
Sig.ra Rosa Tarchetti,25.031092851448776
Bradley Zuniga,356.5465447423678
Cassandra Barillaro,307.6442461140106
Theodore Brown,704.1715005544629
三宅 直人,802.2379698590055
坂本 真綾,61.954148447994186
James Santos,655.1619090375411
Steve Miller,744.9840729296883
Sig. Amadeo Malipiero ,371.30738451728786
Dana Perez,922.8930532961142
桐山 康弘,897.6833739766187
Stephanie Roberts,4.269145549022468
高橋 陽子,681.098177584685
Seth Villegas,777.8076802053499
Holly Ayala,54.37197713762443
Vito Ferretti,337.4929921239636
Lando Lucciano,399.5513305111039
佐々木 太郎,1211.8766450544617
Pierpaolo Antonacci,670.4188743283783
Fabia Campano,562.9026664488791
Dott. Luigi Turchi,905.6008719500262
西之園 結衣,233.67973589756076
加納 明美,817.6289320552885
大垣 千代,1148.4972287030084
Sig.ra Ramona Monte ,949.3516380767715
津田 京助,838.1910446467143
Sig. Giuseppe Prati,847.883956719393
Joseph Bernard,834.4245507124783
Caitlin Gilmore,134.5687761459572
Tonia Randazzo,403.01551439652974
Dina Bignardi,115.6852535493944
Nicoletta Giannotti,547.7703607328577
山本 陽子,464.3455003074155
Terry Ross,719.4626000106095
石田 太郎,213.7831221473736
Giampiero Detti,363.4010461685956
Shelley Weber,22.069163177833694
Amedeo Gualandi-Vezzali,807.2869036872327
佐藤 舞,553.7493867829726
Sig.ra Gloria Cammarata,891.4604621611941
Piersanti Piccio,1243.732500622294
西之園 学,909.2751490706635
若松 直樹,640.8820871097894
James Crawford,785.9606983070493
Lindsay Nichols,786.8977773111963
Giosuè Bonolis ,379.75324584994985
松本 直子,553.0455821811767
Luisa Lucciano-Maggioli,146.0427288217445
村山 京助,1178.650574899957
斉藤 舞,388.74587190954645
Sig. Virgilio Basso ,53.166647638023036
Gloria Ramirez,506.2467200063203
津田 太一,1160.5142386202544
中津川 稔,711.1374319810071
伊藤 充,176.53029159079304
Piersanti Montanelli-Montanariello,830.6107761240723
Raymond Franklin,115.84786324655283
Colleen Barber,1043.6221224257238
工藤 舞,483.7952510038224
Tiziano Giradello ,572.0472327779264
中村 晃,458.03503337988485
Alex Gonzalez,60.536693524396725
Jason Ward,808.0278103411254
Stephanie Henry,1343.6471551887462
Dina Ruggieri,165.50177635175368
山本 千代,895.2447471325082
Maria Pometta,623.5238374352646
Nina Fuseli-Mogherini,304.36356415274423
吉本 拓真,1054.770807278447
Patricia Simmons,655.8503301024776
Mirco Paoletti,762.2472497750612
Sig. Lazzaro Cusano ,730.4043602831308
山田 治,476.02254957730827
Alessia Vismara,808.213855409735
Marisa Verri,96.85441743443135
Dott. Eraldo Turchi,748.3861477175383
佐藤 拓真,612.4669530464956
佐藤 里佳,1230.0582495849803
Morena Bosio-Emo,924.1926904390812
Mark Coleman,309.68457795765704
Marissa Marconi,121.89080418900977
松本 さゆり,813.0034064336717
桐山 あすか,985.5478975346822
Delfino Pucci ,864.1864062860881
Kari Wood,1053.2615773021987
工藤 淳,595.655158750206
Sig.ra Rosa Cabrini ,88.47598823808912
小林 太一,795.436153806478
井高 里佳,124.65811645801605
青山 真綾,547.8256501863264
山本 舞,737.105218153513
杉山 明美,602.2563290113217
Dott. Adelasia Mazzeo,407.0930348873345
山口 裕美子,903.9156212864133
Gilberto Gangemi,770.6363660767062
青田 香織,54.826017941960295
佐藤 直人,500.58732455994647
Mark Wheeler,244.6994286564238
Lina Conte,332.61325423067944
吉田 直樹,1095.0450433608296
山岸 充,604.4735825138339
Christopher Hester,214.62663228621037
山岸 裕樹,896.7167027389095
Patricia Miranda,656.9475652096943
青山 翼,30.602507444415284
杉山 陽子,79.83961188649712
吉本 淳,443.4747184095744
浜田 花子,973.3231947814104
Dott. Gianfrancesco Necci,975.7526818603268
Mr. John Santos,161.6482932018336
Jason Wood,173.28983343336336
加藤 幹,206.28213826093443
Jeffrey Peterson,954.9233539956076
田辺 美加子,511.3303516360703
Matthew Baxter,529.5450871086391
Robert Phillips,2.1042183193195063
Pina Milanesi,17.604169500949006
宮沢 直子,800.6717475495124
Lazzaro Montessori-Liguori,1078.669523300666
坂本 直樹,216.48999377578392
宮沢 花子,1113.7850742722621
山本 美加子,952.6321974903184
Liana Nitto ,946.6888745684477
Dott. Zaira Gozzi,854.7873089124093
Robert Arnold,1068.6119597174936
Melissa Johnson,177.9030377660431
Charlene Sanders,424.2753081707149
Nanni Bernardi,61.758946650354304
Dott. Giacinto Bompiani ,646.3938905702973
Lucia Saraceno-Montalti,917.3094330886352
Dolores Costanzi ,559.6436044491523
山田 陽一,127.54109214238207
Augusto Bianchini,318.325249245304
渚 知実,474.88516075859957
Jennifer Pratt,992.6454009400746
Antonia Ceschi,681.6738972324586
Mirco Basadonna ,946.9786046916583
井高 舞,335.7865333038239
Ashley Smith,857.348111809182
Tina Durante,507.80017016749144
坂本 零,92.91641659021465
廣川 康弘,371.0712036459144
Sharon Pollard,207.36233929207094
Ryan Juarez,471.24816384519306
Jason Flynn,677.5897815185151
David Estrada,150.46214176970196
Dionigi Gabba,149.20241054120552
山田 裕美子,682.4026841731428
三宅 翔太,895.5747632823227
Griselda Stefanelli,238.99003030000188
山口 あすか,180.93110156902748
Brian Yates,1234.3304804814472
桐山 あすか,824.4455734567073
Tiffany Bradley,1075.2098301381682
Margherita Marangoni,860.1972636510449
Ashley Morris,78.18383930628403
坂本 和也,684.5867151104144
山口 花子,344.1070605034434
Gabriella Mercalli,431.1888999166359
Maria Boitani ,163.77152588047161
加納 洋介,998.4997023403977
Dott. Fiamma Metella,883.3631198411986
Antonia Silvestri-Modiano,927.5104234042379
Ashley Underwood,55.52770224810588
Robert Holt,783.4272326965934
Milena Corbo,940.0377881599786
Brenda Church,1048.8146743802658
Adamo Camiscione,80.65570036695946
Jonathan Mcintosh,949.1392872163541
工藤 あすか,656.326231710534
Jim Crosby,492.5796159707311
加納 英樹,518.4170310279952
Sig. Lucio Barzini ,741.3421440309958
Joyce Pruitt,111.76417706257635
宇野 拓真,584.3876872903429
山岸 七夏,437.4392644266373
Sergius Vismara,733.1957433880807
喜嶋 治,215.4386959908472
Connie Waters,847.0019002250555
Mathew Pham,1248.8112713623693
Sig. Giancarlo Comisso ,1027.584399872861
Victoria Harvey,888.9991763383463
工藤 直人,975.4073618305686
青山 直子,703.1937735352826
Annalisa Pederiva,429.9816203045421
Patrizio Matteotti,884.6150027133008
Vanessa Micheletti,391.64102944541344
Kathryn Horn,760.9645873154318
Vincenza Stucchi-Calarco,1117.4138210802457
Giampiero Tremonti ,640.3403202129763
若松 稔,821.3173207895492
Dott. Loretta Antonetti ,723.3754979464059
Jessica Bell,911.6705257066726
Ann Hill,120.10690296522664
Simone Bottaro,300.12840621344816
杉山 舞,721.6412630602267
Melissa Ford,996.491278015401
佐藤 聡太郎,162.78759097417063
Bradley Nixon,826.4248345298827
Daniel Jackson,637.2242554618371
Thomas Harris,46.257483495960926
Dionigi Giorgetti,1255.1257210603592
井上 京助,1043.9809394889614
野村 聡太郎,830.5689422218419
Tiffany Conner,1114.0091174069842
工藤 智也,490.8329856452378
Alexandra Mitchell,191.30022604334084
浜田 英樹,1047.502207211412
Michael Hernandez,1142.9442704405133
三宅 加奈,546.3469677072849
Dott. Romina Cavanna ,882.5799805258926
Morgan Mullins,368.3486280023064
Roberta Kelley,544.5032152009469
Vincenza Tiepolo ,1271.8003943900221
Ebony Barber,892.737980473823
Sig. Panfilo Mattarella ,453.147168066131
Teresa Iacovelli ,506.6554279967486
Tom Hunt,49.960328887701635
Eric Fuentes,334.87064371092356
Giuseppe Travaglio,783.5215183551903
村山 結衣,908.8857277388619
Travis Brown,530.392610469372
Leah Stark,797.8244706657206
Sig. Rembrandt Siffredi,1166.0950106947678
Jeremy Rivers,5.161946100467718
Ippazio Grifeo-Nosiglia,841.5436651427632
Ronnie Roberts,74.81918169303259
津田 明美,1124.3182492517194
Rocco Spallanzani,793.1789166586943
Lamberto Magrassi ,522.8736352858706
加納 直子,252.29676429197067
Michael George,697.1171832855579
Mary Herman,697.3053911124247
近藤 直樹,392.51614615105615
April Rhodes,806.5663701182897
Fabio Morgagni,87.01697487907556
Larry Davis DDS,1040.3313382215852
Anthony Foster DDS,318.54847214228454
Tina Guerra,110.10973626969644
Shannon Morrison,1257.3629930557504
Sig. Donato Cocci,114.81069792046506
吉本 春香,677.9171591139473
Vincentio Abate,653.5413069259525
坂本 知実,823.327844001059
Sig. Renzo Missoni ,882.9828251225806
Virginia Nosiglia,12.343773037078343
宇野 千代,369.46702262506614
Sig. Donatello Florio ,509.0755045127828
Kimberly Fields,362.7728831657321
笹田 真綾,268.6057726121632
Alan Griffin,2.446986669371487
Giustino Migliaccio-Pellegrini,1204.5096333952933
Carla Mazzini,1184.269259466531
Sig. Riccardo Catalano,597.8123374400915
Karen Callahan,1094.5520767884095
Lilla Sgarbi,282.7090062722983
Dr. Jacqueline Johnson PhD,934.7195794446109
Sig.ra Liliana Onio ,15.012081519789167
渡辺 康弘,847.4899346207164
Scott Jackson,970.9173299760508
山口 淳,183.38593888556954
Arthur Gallagher,418.5052903066431
Antonietta Caboto-Branciforte,365.17310070693674
Rebecca Griffin,577.9593862534209
鈴木 聡太郎,54.45119417345212
小林 拓真,268.9347807496034
Kristy Miller,1282.3208823230998
Sig. Guarino Scaduto,1151.9235299135476
Samantha Jordan,278.7367080796752
Armando Gradenigo,42.534907766196504
大垣 真綾,306.127802854757
Lodovico Pisani-Gelli,354.14010985488767
Kimberly Morgan,844.0077207967236
Sabatino Rapisardi,280.0624825546344
Arnulfo Casarin,839.4269066653984
Piergiorgio Bova,809.3173862273591
Michela Luxardo ,781.0248087209643
Ottavio Procacci ,507.2435020988204
Sean Griffin,1105.3574667758921
Dott. Ottone Nicoletti ,219.37620647304945
Scott Taylor,292.0422237746392
Enrico Terragni,9.588012767254405
Tatiana Marsili,640.9770038263116
Andrew Price,568.7421256688241
Dustin Wilson,721.4248932042843
Glenn Hamilton,719.1361443446674
Michael Garcia,86.5878496201119
Alexis Smith,574.9177589544867
Mirko Tedesco ,412.8397561145641
Carolina Bignami,1234.4947342293483
Carla Bragadin,1155.8195139786037
中津川 太一,876.2187319249612
Sonya Osborne PhD,915.037940777493
坂本 幹,273.0178452699108
Danielle Gilmore,216.16997148051908
吉田 直人,282.76160216361944
三宅 浩,490.8944945534857
Dott. Benvenuto Forza,853.5758804106598
廣川 里佳,567.7522992375541
村山 春香,337.27767555189456
Brandon Moody,235.32007503408337
吉本 京助,1185.9489647764467
Julie Hansen,204.73232618619164
David Adams,525.0122784494291
江古田 涼平,262.4107369765994
Alicia Hughes,114.66417901469117
Stephen Jones,768.0297911029888
Griselda Curiel,872.7080802969966
吉本 花子,1305.5030908785754
Ignazio Gargallo,530.3318490014857
大垣 洋介,1268.302757373464
Jenna Farley,187.24443064366437
Dott. Dolores Gramsci ,835.6405556541117
宮沢 真綾,752.0754720382404
中島 美加子,546.9927297927383
Rocco Farnese,1067.4624561292449
高橋 和也,292.23956213052327
Dott. Vincenzo Montanari,42.759767132107605
Catherine Flynn,879.4903203811617
津田 七夏,632.4111193156781
宇野 直子,10.349426591148013
Ryan Brown,842.405377353874
Tyrone Williams,886.5376859677964
Martino Bruno ,404.7075290127066
Sig. Donatello Costalonga,948.4314415274522
Pierpaolo Raimondi-Finetti,830.193011931446
Sig.ra Maria Iadanza,746.6643278474139
Rhonda Anderson,104.3409226113976
田辺 里佳,180.19402023216523
Michelle Henry,651.2212997483722
Leslie Jackson,1336.2352319988258
Anita Ajello,824.8493622509343
Diana Blair,505.6167104381207
渚 里佳,207.84105606423898
山本 翔太,547.1106421252146
三宅 涼平,707.4699297144853
Aria Leonetti ,786.870006361256
Giosuè Ostinelli,831.7601918914698
笹田 七夏,678.7426097245138
田中 加奈,925.8468436926195
Teresa Napolitano ,202.03960831160362
Lazzaro Pinamonte,84.70381420979456
吉田 さゆり,188.99014219645693
Giustino Sgalambro,552.2090972157125
加藤 知実,225.76334080312287
西之園 直子,482.64887377351096
宮沢 陽一,127.09689047680706
石田 裕美子,376.41160181148393
吉本 あすか,215.97545646539484
Caterina Bonomo,848.7335217608182
Annalisa Borsiere,827.8302950424093
吉本 花子,422.73525981935046
Sig. Fulvio Spadafora ,202.71477631864744
Mariano Dulbecco,863.7842981172282
村山 太一,958.6960178565871
Graziella Einaudi-Mussolini,528.2109819113826
Desiree Herrera,933.7908811170547
Loretta Doglioni,124.56906245188348
